Title,Price,About This Item,Product Specifications,Brand,UPC,Category
HART 2-Pack 20-Volt Lithium-Ion 2.0Ah Battery (Charger Not Included),$94.00,"<h1>About this item</h1><br><div class=""mb3""><span class=""b f6 mid-gray lh-copy lh-title overflow-visible db w_V_DM"" style=""padding-bottom: 0em; margin-bottom: 0em;""><div class=""dangerous-html mb3""><p>The HART 20V 1.5Ah Lithium-Ion battery is an excellent addition or start to any DIYer’s HART tool collection. This battery is compatible with all HART 20V power tools. It features Lithium-Ion technology to give you long-lasting and fade-free power to get you through any project you decide to take on. This battery is designed to be compact and lightweight for more maneuverability and while reducing user fatigue. Whether you are maintaining your yard with HART outdoor tools, cleaning and maintaining your car with HART automotive tools or keeping cool and entertaining with HART lifestyle tools, the HART 20V 1.5 Ah battery is there to provide the power you need when you need it. This battery is sold as a single battery and does not include a charger or a tool. </p></div></span></div><div class=""mb3""><span class=""f6 mid-gray lh-title overflow-visible db w_V_DM"" style=""padding-bottom: 0em; margin-bottom: 0em;""><div class=""dangerous-html mb3""><p><b>HART 2 Pack 20-Volt Lithium-Ion 2.0Ah Battery (Charger Not Included)</b><br><b>Key Features</b></p> <ul>  <li>The 20V one battery system allows you to interchange the battery on all 20V HART products. It powers all HART 20V tools, outdoor, automotive and lifestyle items</li>  <li>1.25X Longer Runtime</li>  <li>Works with All HART 20V Tools</li>  <li>Compact and lightweight for maximum maneuverability and ease of use</li>  <li>Fade free Lithium-Ion power for maximum and consistent power during your entire project</li>  <li>Includes: 2.0Ah 20V Lithium-Ion Battery</li>  <li>Disclaimer: Compared to a 1.5Ah HART Lithium-Ion Battery tested on a HART Hammer Drill</li>  <li>Specs: Battery: 20V Lithium-Ion</li> </ul></div></span></div><div class=""w_LDl2 w_ISLy bn bg-transparent dark-gray pa0 sans-serif mb3 lh-copy""><span class=""w__zJP""><span class=""w_iUH7"">info:</span><svg fill=""currentColor"" height=""1em"" viewBox=""0 0 16 16"" width=""1em"" xmlns=""http://www.w3.org/2000/svg"" aria-hidden=""true"" role=""presentation"" style=""font-size: 1rem; vertical-align: -0.175em;""><path fill-rule=""evenodd"" d=""M8 1a7 7 0 1 1 0 14A7 7 0 0 1 8 1Zm0 1a6 6 0 1 0 0 12A6 6 0 0 0 8 2Zm-1 9.5a.5.5 0 0 1-.09-.992L7 10.5h.499v-3H7a.5.5 0 0 1-.492-.41L6.5 7a.5.5 0 0 1 .41-.492L7 6.5h1.5l-.001 4H9a.5.5 0 0 1 .09.992L9 11.5H7Zm.879-7.121a.621.621 0 1 1 0 1.242.621.621 0 0 1 0-1.242Z""></path></svg></span><div class=""w_2NhK""><div><span class=""b"">We aim to show you accurate product information. </span>Manufacturers, suppliers and others provide what you see here, and we have not verified it.&nbsp;&nbsp;<button type=""button"" class=""underline pointer b--none bg-transparent sans-serif dark-gray ph0"" aria-label=""See our disclaimer"">See our disclaimer</button></div></div></div>","<div class=""pb2""><h3 class=""flex items-center mv0 lh-copy f5 pb1 dark-gray"">Features</h3><div class=""mv0 lh-copy f6 mid-gray""><span>Specs: Battery: 20V Lithium-Ion</span></div></div><div class=""pb2""><h3 class=""flex items-center mv0 lh-copy f5 pb1 dark-gray"">Brand</h3><div class=""mv0 lh-copy f6 mid-gray""><span>HART</span></div></div><div class=""""><h3 class=""flex items-center mv0 lh-copy f5 pb1 dark-gray"">Assembled Product Dimensions (L x W x H)</h3><div class=""mv0 lh-copy f6 mid-gray""><span>6.75 x 6.73 x 6.61 Inches</span></div></div>",HART,,Home Improvement/Tools/Power Tool Accessories/Power Tool Batteries and Chargers/Power Tool Batteries
